date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:13:12	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2016%20Mar%202021%2006:13:09%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-2935057659775647752	C:/Users/User/Downloads/Compressed/google/accounts.google.com/AccountChooser.3f02b9.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-2935057659775647752)
13:13:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.40c7d4.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-2935057659775647752)
13:13:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.418e05.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-2935057659775647752)
13:13:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.438e05.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2935057659775647752&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.44c7d4.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2935057659775647752&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.458e05.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2935057659775647752&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.46c7d4.delayed	(from https://accounts.google.com/signin/usernamerecovery?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.478e05.delayed	(from https://accounts.google.com/signin/usernamerecovery?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:15	372634/372634	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Mar%202021%2006:13:10%20GMT	https://accounts.google.com/SignUp?dsh=-2935057659775647752&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/SignUp5636.html	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2935057659775647752&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:16	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2016%20Mar%202021%2006:13:11%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&rip=1	C:/Users/User/Downloads/Compressed/google/accounts.google.com/AccountChooser.48cd16.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
13:13:16	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.49c7d4.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
13:13:16	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.4a8e05.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
13:13:17	77389/77389	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Mar%202021%2006:13:13%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=4267214410820390100	C:/Users/User/Downloads/Compressed/google/accounts.google.com/ServiceLogin07d6.html	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.4d8e05.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.4ec7d4.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.4f8e05.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:19	371690/371690	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Mar%202021%2006:13:14%20GMT	https://accounts.google.com/SignUpWithoutGmail?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1	C:/Users/User/Downloads/Compressed/google/accounts.google.com/SignUpWithoutGmailf04d.html	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:20	77363/77363	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Mar%202021%2006:13:15%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-8209664829984634267	C:/Users/User/Downloads/Compressed/google/accounts.google.com/ServiceLogin7fdf.html	(from https://accounts.google.com/SignUpWithoutGmail?hl=id)
13:13:21	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.528e05.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=id)
13:13:21	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.53c7d4.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=id)
13:13:21	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.548e05.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=id)
13:13:22	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.558e05.delayed	(from https://accounts.google.com/SignUp?dsh=-2935057659775647752&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:22	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.56c7d4.delayed	(from https://accounts.google.com/SignUp?dsh=-2935057659775647752&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:22	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.578e05.delayed	(from https://accounts.google.com/SignUp?dsh=-2935057659775647752&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:23	372687/372687	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Mar%202021%2006:13:17%20GMT	https://accounts.google.com/SignUp?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/SignUpcbde.html	(from https://accounts.google.com/SignUpWithoutGmail?hl=id)
13:13:24	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2016%20Mar%202021%2006:13:19%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=4267214410820390100	C:/Users/User/Downloads/Compressed/google/accounts.google.com/AccountChooser.5807d6.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=4267214410820390100)
13:13:24	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.59c7d4.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=4267214410820390100)
13:13:24	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.5a8e05.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=4267214410820390100)
13:13:25	372586/372586	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Mar%202021%2006:13:19%20GMT	https://accounts.google.com/SignUp?dsh=-31402213622443591&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=ID	C:/Users/User/Downloads/Compressed/google/accounts.google.com/SignUpde3c	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-31402213622443591&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=ID)
13:13:26	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.5c8e05.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:26	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.5dc7d4.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:26	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.5e8e05.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:27	372577/372577	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Mar%202021%2006:13:22%20GMT	https://accounts.google.com/SignUp?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1	C:/Users/User/Downloads/Compressed/google/accounts.google.com/SignUpf04d.html	(from https://accounts.google.com/SignUpWithoutGmail?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:28	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2016%20Mar%202021%2006:13:24%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-8209664829984634267	C:/Users/User/Downloads/Compressed/google/accounts.google.com/AccountChooser.5f7fdf.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-8209664829984634267)
13:13:28	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.60c7d4.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-8209664829984634267)
13:13:28	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.618e05.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-8209664829984634267)
13:13:29	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.638e05.delayed	(from https://accounts.google.com/SignUp?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:29	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.64c7d4.delayed	(from https://accounts.google.com/SignUp?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:29	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.658e05.delayed	(from https://accounts.google.com/SignUp?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:30	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.668e05.delayed	(from https://accounts.google.com/SignUp?dsh=-31402213622443591&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=ID)
13:13:30	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.67c7d4.delayed	(from https://accounts.google.com/SignUp?dsh=-31402213622443591&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=ID)
13:13:30	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.688e05.delayed	(from https://accounts.google.com/SignUp?dsh=-31402213622443591&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=ID)
13:13:31	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.698e05.delayed	(from https://accounts.google.com/SignUp?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:31	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.6ac7d4.delayed	(from https://accounts.google.com/SignUp?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:31	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.6b8e05.delayed	(from https://accounts.google.com/SignUp?dsh=4267214410820390100&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
13:13:33	371672/371672	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Mar%202021%2006:13:25%20GMT	https://accounts.google.com/SignUpWithoutGmail?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/SignUpWithoutGmailcbde.html	(from https://accounts.google.com/SignUp?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:33	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.6c8e05.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:33	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id&privacy=true	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.6dc7d4.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
13:13:33	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=ID&hl=id	C:/Users/User/Downloads/Compressed/google/accounts.google.com/TOS.6e8e05.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-8209664829984634267&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=id)
